,Artist Reputation,Height,Material,Price Of Sculpture,Base Shipping Price,International,Express Shipment,Installation Included,Transport,Fragile,Customer Information,Remote Location,Cost
2533,,21.0,Aluminium,6.53,23.07,No,No,No,,No,Working Class,No,287.81
2534,0.18,17.0,Aluminium,4.3,24.85,Yes,No,Yes,Waterways,No,Working Class,Yes,188.94
2535,0.17,24.0,,101.27,84.17,No,Yes,No,Roadways,No,Wealthy,No,767.03
2536,,25.0,Aluminium,14.16,24.46,No,Yes,No,,No,Wealthy,No,1185.83
2537,0.75,10.0,Stone,92.96,64.97,No,No,Yes,Roadways,No,Working Class,No,2621.29875
2538,0.77,6.0,Bronze,4.56,21.52,Yes,No,No,Waterways,No,Working Class,No,327.91
2539,0.96,,Bronze,45.56,79.51,Yes,No,Yes,Waterways,No,Working Class,No,2621.29875
2540,0.23,41.0,Stone,221.515,70.75,No,No,No,Roadways,No,Wealthy,No,2621.29875
2541,0.45,5.0,Marble,3.68,15.03,No,No,No,,No,Working Class,No,207.95
2542,0.87,16.0,Marble,107.75,51.03,Yes,No,Yes,Airways,No,Working Class,Yes,-1267.4912499999998
2543,0.68,23.0,Clay,21.41,23.34,No,Yes,No,,Yes,Wealthy,,641.63
2544,0.73,13.0,Wood,5.21,20.84,No,Yes,No,,No,Working Class,No,401.34
2545,0.38,26.0,Brass,17.33,54.34,Yes,No,No,Waterways,No,Wealthy,No,527.05
2546,0.36,23.0,Wood,6.13,14.44,Yes,Yes,No,Airways,No,Wealthy,No,208.98
2547,0.27,33.0,Bronze,17.21,74.7,Yes,No,Yes,Waterways,No,Working Class,No,-671.17
2548,0.48,19.0,,6.04,13.67,Yes,No,Yes,Waterways,No,Working Class,No,251.51
2549,0.4,9.0,Marble,14.36,20.38,No,Yes,Yes,Airways,No,Working Class,,275.43
2550,0.0,41.0,Marble,221.515,92.97,No,Yes,No,Roadways,Yes,Wealthy,,2621.29875
2551,0.74,14.0,,14.88,22.84,No,No,No,,No,Working Class,,435.79
2552,0.71,31.0,Stone,221.515,28.94,Yes,No,No,Waterways,No,Working Class,No,2621.29875
2553,0.69,12.0,Brass,5.32,21.34,No,Yes,No,Airways,No,Working Class,No,505.35
2554,0.05,,Marble,221.515,25.47,No,No,No,Roadways,No,Working Class,,1595.75
2555,0.02,18.0,Brass,19.63,69.76,No,No,Yes,,No,Working Class,,315.83
2556,0.33,35.0,Clay,53.73,49.41,No,No,Yes,Roadways,Yes,Working Class,No,818.97
2557,0.27,24.0,Clay,5.03,15.09,No,No,No,Roadways,Yes,Working Class,No,170.19
2558,0.22,6.0,Clay,4.29,10.65,No,No,No,Airways,Yes,Working Class,No,115.22
2559,0.17,5.0,Clay,6.5,22.12,No,No,No,Roadways,Yes,Working Class,Yes,156.46
2560,0.65,25.0,Aluminium,5.91,10.56,Yes,Yes,Yes,Airways,No,Wealthy,No,398.17
2561,0.33,30.0,Marble,221.515,83.11,No,Yes,Yes,Airways,No,Wealthy,,2621.29875
2562,,32.0,Brass,61.07,99.35,Yes,No,Yes,Waterways,No,Working Class,No,1247.53
2563,0.04,20.0,Wood,4.77,13.5,Yes,Yes,Yes,Airways,No,Working Class,No,-125.19
2564,0.24,38.0,Wood,6.21,22.11,No,Yes,Yes,Roadways,No,Working Class,No,282.69
2565,0.82,13.0,Stone,221.515,79.91,Yes,No,No,Waterways,No,Working Class,No,2621.29875
2566,0.56,18.0,Stone,221.515,73.95,No,Yes,Yes,Airways,No,Working Class,No,2621.29875
2567,0.28,,Wood,3.7,11.46,No,Yes,No,Roadways,No,Working Class,,136.16
2568,0.13,18.0,Bronze,13.19,35.13,No,Yes,Yes,,No,Working Class,No,295.81
2569,0.01,11.0,Brass,3.01,19.3,Yes,Yes,No,Airways,No,Wealthy,No,211.85
2570,,40.0,Brass,114.26,86.87,Yes,No,Yes,Waterways,No,Working Class,No,698.84
2571,0.61,20.0,,12.84,13.62,No,Yes,Yes,,No,Wealthy,No,423.13
2572,0.01,12.0,Bronze,3.19,19.54,No,No,Yes,Roadways,No,Working Class,No,156.19
2573,,17.0,Stone,213.6,57.17,No,Yes,Yes,,No,Working Class,No,1138.28
2574,,37.0,Marble,221.515,60.36,Yes,Yes,No,,Yes,Wealthy,Yes,2621.29875
2575,0.22,4.0,Brass,6.52,17.61,Yes,No,No,Waterways,No,Working Class,Yes,174.61
2576,0.13,6.0,Stone,7.14,62.65,No,No,No,,No,Working Class,Yes,375.2
2577,0.39,25.0,Bronze,135.6,66.56,Yes,No,Yes,Waterways,No,Working Class,Yes,818.38
2578,0.92,13.0,Stone,221.515,65.49,Yes,No,No,Waterways,No,Working Class,No,2057.7
2579,0.02,15.0,Brass,8.61,16.39,Yes,Yes,No,Airways,No,Working Class,No,178.88
2580,,25.0,Brass,60.1,98.92,Yes,No,Yes,,No,Working Class,Yes,1131.76
2581,0.77,13.0,Brass,6.1,51.72,No,No,No,,No,Wealthy,No,1034.86
2582,0.5,27.0,Wood,5.66,13.75,No,No,Yes,Roadways,No,Working Class,No,233.28
2583,0.71,10.0,Bronze,5.44,19.05,Yes,No,No,Waterways,No,Working Class,No,337.65
2584,0.67,5.0,,3.98,24.2,No,No,No,Roadways,No,Working Class,No,-260.83
2585,0.45,27.0,Aluminium,6.89,16.86,No,No,No,Airways,No,Working Class,No,273.85
2586,0.63,50.0,Clay,33.64,42.95,No,Yes,No,Roadways,Yes,Wealthy,No,2008.69
2587,0.96,24.0,,221.515,92.94,No,No,No,,No,Working Class,No,2621.29875
2588,0.35,19.0,Stone,221.515,39.73,No,No,No,Roadways,No,Wealthy,No,2621.29875
2589,0.94,15.0,Clay,5.15,13.53,Yes,No,Yes,Waterways,Yes,Working Class,No,529.85
2590,0.23,14.0,Stone,13.98,76.23,Yes,No,Yes,Waterways,No,Working Class,Yes,519.85
2591,0.4,18.0,Brass,18.3,95.98,Yes,No,No,Waterways,No,Working Class,No,-786.55
2592,,4.0,Aluminium,4.67,11.58,Yes,Yes,Yes,Airways,No,Working Class,No,126.12
2593,0.39,29.0,Stone,221.515,84.61,No,No,No,Waterways,No,Working Class,No,2621.29875
2594,0.63,48.0,Aluminium,15.51,71.25,No,Yes,No,Airways,No,Working Class,No,1691.43
2595,0.43,9.0,Aluminium,5.35,15.82,No,No,Yes,Roadways,No,Working Class,No,193.79
2596,0.08,37.0,Stone,221.515,93.75,Yes,No,No,Waterways,No,Working Class,Yes,2621.29875
2597,0.25,38.0,Aluminium,3.03,17.06,No,No,Yes,Roadways,No,Working Class,No,200.37
2598,0.25,12.0,Brass,4.26,14.69,No,Yes,No,Airways,No,Working Class,No,198.24
2599,,22.0,,4.69,24.38,No,No,Yes,Airways,Yes,Working Class,No,374.78
2600,0.06,31.0,Marble,221.515,45.79,No,No,Yes,Waterways,No,Working Class,Yes,1574.98
2601,0.64,48.0,Marble,221.515,85.76,No,Yes,Yes,,Yes,Wealthy,No,2621.29875
2602,0.06,5.0,Bronze,4.83,18.32,No,No,Yes,Waterways,No,Working Class,Yes,158.83
2603,0.53,5.0,Marble,5.48,12.91,No,Yes,No,Roadways,No,Working Class,No,221.16
2604,0.88,10.0,Brass,3.16,18.74,No,No,Yes,,No,Working Class,No,417.57
2605,,44.0,Bronze,221.515,68.22,No,No,No,,No,Working Class,No,1544.28
2606,0.54,26.0,Stone,140.4,88.5,No,No,Yes,Roadways,No,Working Class,Yes,2123.03
2607,0.73,42.0,Stone,221.515,29.68,No,Yes,Yes,,No,Wealthy,Yes,-1267.4912499999998
2608,0.78,22.0,Wood,5.93,14.77,No,Yes,Yes,Roadways,No,Wealthy,No,483.25
2609,0.56,23.0,Wood,6.89,22.78,Yes,No,Yes,Roadways,No,Working Class,Yes,537.46
2610,0.46,18.0,Marble,221.515,62.93,Yes,No,No,Waterways,No,Working Class,No,1082.22
2611,0.34,3.0,Brass,6.28,19.31,No,No,No,Roadways,No,Working Class,No,198.58
2612,0.15,11.0,,3.28,14.18,No,No,No,Waterways,No,Working Class,No,127.71
2613,0.01,32.0,Brass,118.59,33.84,No,Yes,No,Airways,No,Wealthy,No,633.84
2614,0.65,35.0,Clay,39.7,83.44,No,No,No,,Yes,Working Class,No,1857.44
2615,0.05,24.0,Bronze,3.0,56.19,No,No,No,Waterways,No,Working Class,No,287.76
2616,0.8,,,221.515,74.42,No,Yes,No,Roadways,No,Working Class,No,-1267.4912499999998
2617,0.72,27.0,Marble,221.515,63.36,No,No,No,Waterways,No,Working Class,No,2621.29875
2618,0.09,26.0,Wood,4.39,13.23,No,No,No,Roadways,No,Working Class,No,115.44
2619,0.4,25.0,Marble,221.515,64.89,No,Yes,No,,No,Working Class,No,2621.29875
2620,,17.0,Clay,10.41,15.62,Yes,No,Yes,Waterways,Yes,Working Class,No,477.51
2621,0.46,20.0,Wood,4.37,12.94,No,No,Yes,Waterways,No,Working Class,No,174.75
2622,0.54,18.0,Brass,19.96,10.73,Yes,Yes,No,,No,Working Class,No,335.15
2623,0.68,13.0,Bronze,7.78,24.74,No,No,No,Roadways,No,Working Class,No,562.26
2624,0.65,25.0,Stone,221.515,51.75,No,No,Yes,,No,Wealthy,No,2621.29875
2625,0.59,16.0,Marble,99.02,57.95,No,Yes,Yes,Roadways,No,Working Class,No,2621.29875
2626,0.44,37.0,Wood,4.24,18.48,Yes,Yes,No,Airways,No,Working Class,No,328.56
2627,0.76,25.0,Clay,48.64,14.13,Yes,No,No,Waterways,Yes,Wealthy,,900.49
2628,0.36,42.0,Brass,128.23,94.97,No,No,Yes,Airways,No,Working Class,No,-1267.4912499999998
2629,0.67,27.0,Brass,36.97,38.28,Yes,No,No,Waterways,No,Working Class,No,957.62
2630,0.6,14.0,Aluminium,4.21,21.94,Yes,No,Yes,,No,Working Class,Yes,314.36
2631,0.07,3.0,,5.56,21.44,Yes,No,Yes,Waterways,Yes,Working Class,No,135.14
2632,0.3,4.0,Wood,5.19,22.58,No,No,Yes,Waterways,No,Working Class,No,166.04
2633,0.02,37.0,Marble,221.515,96.36,No,No,No,Roadways,Yes,Wealthy,Yes,2621.29875
2634,0.08,22.0,Wood,5.57,13.52,Yes,Yes,No,Airways,No,Wealthy,No,140.7
2635,0.79,32.0,Stone,221.515,84.25,No,No,No,Roadways,No,Working Class,Yes,2621.29875
2636,0.51,46.0,Marble,221.515,85.37,Yes,No,No,Airways,Yes,Working Class,No,2621.29875
2637,0.07,,Aluminium,3.81,11.57,No,Yes,No,,No,Working Class,,148.63
2638,,43.0,Stone,221.515,92.25,No,Yes,No,Airways,No,Wealthy,,-1267.4912499999998
2639,0.09,35.0,Brass,84.71,80.68,No,No,Yes,Roadways,No,Wealthy,No,712.26
2640,,33.0,Bronze,9.69,98.19,Yes,No,No,Waterways,No,Working Class,,611.19
2641,0.21,28.0,Wood,4.92,16.36,Yes,Yes,No,Airways,No,Working Class,No,168.7
2642,0.98,22.0,Clay,6.99,10.96,Yes,No,No,Waterways,Yes,Working Class,No,798.85
2643,0.69,24.0,,157.35,32.92,Yes,No,Yes,Waterways,No,Working Class,No,1107.86
2644,0.09,53.0,Bronze,80.34,93.12,No,Yes,Yes,Airways,No,Wealthy,No,1349.95
2645,0.81,24.0,Stone,221.515,82.08,No,No,No,Waterways,No,Working Class,No,2621.29875
2646,,12.0,Stone,85.11,77.62,No,No,Yes,Roadways,No,Working Class,No,2621.29875
2647,0.32,13.0,Wood,6.25,18.37,Yes,No,No,Waterways,No,Working Class,No,190.69
2648,,5.0,,5.55,14.06,No,Yes,No,Roadways,No,Working Class,No,193.87
2649,0.13,22.0,Aluminium,3.02,13.33,Yes,No,No,Waterways,No,Working Class,No,112.69
2650,0.27,28.0,Clay,8.77,10.32,No,Yes,Yes,,Yes,Working Class,No,301.52
2651,0.78,21.0,Brass,27.56,91.57,No,No,Yes,Airways,No,Working Class,Yes,2309.11
2652,0.19,35.0,Brass,194.63,39.7,Yes,No,No,Airways,No,Working Class,No,938.77
2653,0.09,23.0,,221.515,76.57,Yes,No,No,,No,Working Class,No,1454.32
2654,,,Marble,221.515,45.62,No,Yes,Yes,,No,Working Class,Yes,2621.29875
2655,0.36,28.0,Clay,5.54,11.12,No,No,Yes,Roadways,Yes,Working Class,,226.77
2656,0.54,16.0,,9.34,69.68,No,No,No,Airways,No,Working Class,No,827.06
2657,0.19,40.0,Clay,43.06,85.58,Yes,No,Yes,Waterways,Yes,Working Class,No,705.17
2658,0.47,22.0,Bronze,12.61,16.64,No,No,Yes,Roadways,No,Working Class,No,298.63
2659,0.13,5.0,Wood,6.13,13.22,No,No,Yes,,No,Working Class,No,113.67
2660,0.18,21.0,Marble,181.77,57.08,Yes,Yes,No,Airways,No,Working Class,No,743.22
2661,,28.0,Marble,200.41,77.74,No,Yes,No,,No,Working Class,,1334.26
2662,0.27,19.0,Brass,10.58,77.93,Yes,No,No,Waterways,No,Working Class,No,569.23
2663,0.98,36.0,Brass,221.515,48.1,Yes,No,Yes,Waterways,No,Working Class,No,2621.29875
2664,0.31,3.0,Clay,5.02,21.44,No,Yes,No,Airways,Yes,Wealthy,Yes,-176.03
2665,0.39,38.0,Wood,5.57,22.88,No,No,Yes,Roadways,No,Working Class,No,316.45
2666,0.77,32.0,,53.44,51.09,Yes,Yes,Yes,Airways,Yes,Wealthy,No,2621.29875
2667,0.95,3.0,Wood,4.29,21.98,No,No,No,Waterways,No,Working Class,No,241.28
2668,0.3,3.0,Marble,5.55,13.13,Yes,No,No,Waterways,No,Working Class,No,187.58
2669,0.77,22.0,Wood,6.69,21.29,No,No,No,Roadways,No,Working Class,No,570.16
2670,0.71,22.0,Clay,3.75,24.72,No,Yes,No,Airways,Yes,Wealthy,No,570.47
2671,0.37,14.0,Wood,6.66,16.41,No,No,No,Waterways,No,Working Class,No,170.48
2672,,15.0,Stone,84.42,73.95,No,No,No,Waterways,No,Working Class,No,1139.23
2673,0.11,18.0,Clay,3.65,22.53,Yes,No,No,Waterways,Yes,Working Class,No,178.83
2674,0.63,34.0,Clay,18.18,29.53,Yes,Yes,Yes,Airways,Yes,Wealthy,No,1280.17
2675,0.74,19.0,Brass,52.19,84.8,No,Yes,No,Airways,No,Working Class,No,2225.65
2676,0.23,10.0,Clay,4.17,20.58,No,No,No,Roadways,Yes,Working Class,No,156.03
2677,,22.0,Wood,3.06,22.82,Yes,Yes,No,Airways,No,Wealthy,No,-490.22
2678,,25.0,,146.1,65.73,No,Yes,Yes,,No,Wealthy,Yes,1015.57
2679,0.61,3.0,Brass,6.16,18.56,No,Yes,Yes,Airways,No,Working Class,Yes,282.55
2680,0.2,38.0,Wood,6.35,22.16,Yes,No,Yes,Waterways,No,Working Class,No,182.85
2681,0.41,13.0,Stone,221.515,60.2,No,Yes,Yes,Roadways,No,Wealthy,Yes,2093.85
2682,,24.0,Aluminium,10.08,12.96,No,No,Yes,,No,Wealthy,Yes,320.1
2683,0.23,,Wood,6.42,23.95,Yes,No,No,Waterways,No,Wealthy,Yes,229.18
2684,0.7,8.0,Brass,6.05,24.03,No,No,No,,No,Working Class,,464.04
2685,0.44,35.0,Clay,30.99,86.67,Yes,Yes,No,Airways,Yes,Wealthy,No,1490.5
2686,0.02,20.0,Brass,5.77,17.88,No,Yes,Yes,Airways,No,Working Class,Yes,222.19
2687,0.48,6.0,,6.61,15.45,No,No,Yes,Roadways,No,Working Class,No,270.21
2688,0.02,55.0,Wood,5.01,14.55,Yes,No,No,Waterways,No,Wealthy,,130.21
2689,0.82,16.0,Bronze,9.51,16.02,No,No,No,Roadways,No,Working Class,,1582.25
2690,0.32,35.0,Wood,6.15,23.38,No,No,Yes,,No,Working Class,No,246.83
2691,0.15,15.0,Bronze,4.54,23.17,No,No,No,Waterways,No,Working Class,Yes,193.22
2692,0.58,5.0,Bronze,5.06,16.39,Yes,Yes,Yes,Airways,No,Working Class,No,277.58
2693,0.53,16.0,Wood,4.37,18.47,No,Yes,No,Airways,No,Wealthy,No,267.55
2694,0.36,9.0,Clay,5.98,18.93,No,No,Yes,Airways,Yes,Working Class,No,189.28
2695,,8.0,Brass,4.38,20.03,No,Yes,No,Airways,No,Working Class,No,296.23
2696,0.02,23.0,Bronze,18.7,82.23,Yes,No,No,Waterways,No,Working Class,No,369.0
2697,0.68,14.0,Brass,23.29,16.77,No,Yes,No,,No,Wealthy,,512.3
2698,0.44,21.0,Marble,129.67,54.33,No,Yes,No,Roadways,No,Wealthy,,907.11
2699,0.74,16.0,Aluminium,6.54,16.13,No,Yes,Yes,Airways,No,Wealthy,No,573.76
2700,,27.0,,43.05,86.32,No,Yes,No,Roadways,No,Working Class,No,574.67
2701,0.4,23.0,Aluminium,3.15,10.34,No,Yes,No,Airways,No,Wealthy,No,190.83
2702,0.98,,,7.79,19.64,Yes,No,No,,Yes,Working Class,No,1456.53
2703,0.57,3.0,Clay,5.95,16.42,Yes,No,No,,Yes,Working Class,No,214.46
2704,,,Bronze,101.14,47.95,Yes,Yes,No,Airways,No,Wealthy,No,1054.72
2705,0.22,24.0,Marble,221.515,82.42,No,No,No,Roadways,No,Working Class,,962.36
2706,0.46,17.0,Marble,221.515,57.85,Yes,No,No,Waterways,No,Working Class,No,-1267.4912499999998
2707,,14.0,Bronze,10.88,21.47,No,No,Yes,,No,Working Class,No,225.88
2708,,,Aluminium,6.76,20.3,Yes,No,Yes,Airways,No,Working Class,No,450.11
2709,0.66,26.0,Stone,221.515,47.53,Yes,Yes,Yes,Airways,No,Working Class,No,2621.29875
2710,0.55,45.0,Wood,6.29,15.47,No,Yes,No,Airways,No,Wealthy,No,360.74
2711,0.01,12.0,Aluminium,4.88,21.77,No,No,No,Roadways,No,Wealthy,Yes,139.13
2712,0.22,35.0,Bronze,26.38,39.25,No,Yes,No,Airways,No,Wealthy,No,534.86
2713,,43.0,Clay,61.74,59.34,No,Yes,Yes,Airways,Yes,Wealthy,,1752.65
2714,,32.0,Aluminium,3.36,22.77,Yes,No,Yes,,No,Working Class,No,193.29
2715,0.91,16.0,Bronze,19.96,13.56,No,No,Yes,Roadways,No,Working Class,No,450.11
2716,0.62,30.0,Stone,221.515,46.63,No,No,Yes,Waterways,No,Working Class,No,2621.29875
2717,0.74,36.0,Brass,9.15,30.66,Yes,Yes,No,Airways,No,Working Class,Yes,2088.98
2718,0.7,10.0,Stone,66.19,40.13,No,No,No,Roadways,No,Working Class,Yes,1430.3
2719,0.42,19.0,,221.515,34.61,No,No,No,Roadways,No,Wealthy,No,1480.21
2720,0.04,21.0,,6.1,18.45,No,No,No,,Yes,Wealthy,Yes,181.45
2721,0.13,12.0,Brass,8.03,19.64,Yes,Yes,No,Airways,No,Wealthy,No,254.63
2722,0.66,11.0,Brass,19.82,14.27,No,No,No,Roadways,No,Wealthy,No,276.45
2723,0.64,35.0,Bronze,221.515,78.49,Yes,No,Yes,Roadways,No,Working Class,No,2621.29875
2724,0.44,5.0,Bronze,5.63,11.08,No,No,No,,No,Working Class,No,147.06
2725,0.69,,,16.37,17.61,No,No,No,,No,Working Class,No,250.39
2726,,24.0,Wood,5.11,15.74,No,Yes,Yes,,No,Working Class,,479.05
2727,,12.0,,7.73,13.14,No,Yes,No,,No,Working Class,No,682.27
2728,0.34,33.0,Brass,104.95,78.63,No,No,Yes,Roadways,No,Working Class,No,1039.62
2729,0.45,36.0,Wood,3.79,10.41,No,Yes,Yes,Airways,No,Wealthy,No,226.19
2730,0.39,3.0,Bronze,5.94,16.79,No,No,No,Roadways,No,Working Class,No,171.25
2731,0.04,18.0,Marble,82.76,69.15,No,No,Yes,Roadways,No,Working Class,No,547.62
2732,0.71,28.0,,221.515,76.89,Yes,No,No,,No,Working Class,No,2621.29875
2733,0.5,33.0,Aluminium,9.19,21.24,No,Yes,Yes,Airways,No,Working Class,No,-721.14
2734,0.37,44.0,Wood,10.05,14.24,Yes,No,No,Waterways,No,Wealthy,Yes,220.84
2735,0.82,6.0,Stone,54.87,41.52,No,No,No,Roadways,No,Working Class,No,1408.48
2736,,28.0,Clay,5.41,23.72,No,No,Yes,,Yes,Working Class,No,243.9
2737,0.03,11.0,Clay,3.02,10.91,Yes,Yes,Yes,Airways,Yes,Wealthy,No,141.17
2738,0.42,24.0,,169.31,84.45,No,No,Yes,Waterways,No,Working Class,,1035.52
2739,0.41,11.0,Clay,6.62,24.87,No,Yes,Yes,Airways,Yes,Wealthy,,339.2
2740,0.1,31.0,Bronze,35.4,95.24,Yes,Yes,No,Airways,No,Working Class,No,547.26
2741,,18.0,Marble,116.27,60.74,No,Yes,Yes,,No,Working Class,No,-842.57
2742,,46.0,Marble,221.515,92.4,No,Yes,No,,Yes,Wealthy,No,2621.29875
2743,0.2,11.0,Aluminium,3.7,18.36,No,Yes,Yes,Airways,No,Working Class,No,159.74
2744,0.27,3.0,Bronze,5.28,13.66,Yes,No,No,Airways,No,Working Class,No,154.7
2745,0.78,12.0,Bronze,4.34,22.35,No,No,No,,No,Wealthy,No,491.57
2746,0.19,37.0,Bronze,41.69,86.14,No,No,Yes,Waterways,No,Working Class,No,686.35
2747,0.96,42.0,Stone,221.515,80.2,No,No,Yes,Airways,No,Wealthy,No,2621.29875
2748,0.74,15.0,,4.76,15.88,No,No,No,Roadways,No,Working Class,Yes,326.14
2749,0.12,21.0,Wood,3.41,14.53,No,Yes,Yes,Airways,No,Working Class,No,128.87
2750,,33.0,Wood,5.48,10.78,Yes,No,Yes,Waterways,No,Working Class,No,163.81
2751,0.3,21.0,,221.515,63.51,Yes,Yes,No,Airways,No,Wealthy,No,2621.29875
2752,0.66,9.0,Aluminium,6.9,10.48,No,No,No,Roadways,No,Working Class,No,-244.61
2753,0.81,3.0,Stone,5.97,20.74,No,Yes,Yes,,No,Working Class,No,392.2
2754,0.63,33.0,Aluminium,5.84,18.0,Yes,Yes,Yes,Airways,No,Working Class,No,464.77
2755,0.53,19.0,Brass,20.25,51.35,No,Yes,No,Airways,No,Working Class,,779.34
2756,,23.0,Clay,13.64,19.02,Yes,No,Yes,,Yes,Working Class,,376.27
2757,0.63,8.0,Bronze,6.86,13.76,Yes,No,Yes,Waterways,No,Wealthy,Yes,302.74
2758,0.44,3.0,Stone,5.68,11.13,Yes,Yes,No,Airways,No,Wealthy,No,264.84
2759,0.58,4.0,Clay,5.52,18.21,Yes,No,No,,Yes,Working Class,No,210.74
2760,0.64,9.0,Bronze,6.71,23.98,Yes,No,Yes,Waterways,No,Working Class,No,413.08
2761,0.69,11.0,Stone,221.515,27.37,Yes,No,Yes,Waterways,No,Working Class,Yes,1142.98
2762,,20.0,,221.515,80.51,No,No,No,Roadways,No,Working Class,No,2621.29875
2763,0.62,30.0,Brass,38.88,59.51,No,No,Yes,,No,Working Class,No,-1105.75
2764,0.63,29.0,Clay,28.81,37.05,No,No,Yes,Waterways,Yes,Working Class,No,855.0
2765,0.88,25.0,Marble,221.515,55.12,No,No,Yes,Roadways,No,Working Class,Yes,-1267.4912499999998
2766,,30.0,Marble,221.515,37.38,No,No,No,Waterways,No,Working Class,No,2621.29875
2767,0.64,11.0,Brass,6.42,20.84,Yes,No,No,,No,Working Class,Yes,460.72
2768,0.92,45.0,,46.52,78.43,Yes,No,No,Airways,No,Wealthy,No,2621.29875
2769,0.08,10.0,Wood,6.6,10.72,No,No,Yes,,No,Working Class,Yes,123.72
2770,0.33,8.0,Stone,10.14,10.77,No,No,Yes,Roadways,No,Working Class,No,-207.49
2771,,25.0,Clay,6.05,23.19,No,No,No,Roadways,Yes,Working Class,,183.28
2772,0.33,15.0,Bronze,11.51,16.57,Yes,No,No,Airways,No,Wealthy,No,-236.37
2773,0.89,50.0,Brass,221.515,36.74,No,No,Yes,,No,Working Class,No,-1267.4912499999998
2774,,,Marble,15.66,41.28,No,Yes,No,,No,Wealthy,Yes,639.06
2775,0.25,4.0,,4.63,18.32,No,Yes,Yes,,No,Working Class,No,145.51
2776,0.38,8.0,Marble,4.02,20.23,No,Yes,Yes,Roadways,No,Wealthy,,310.89
2777,0.21,15.0,Stone,188.55,99.1,Yes,No,Yes,,No,Working Class,No,863.94
2778,0.48,9.0,Wood,5.13,20.07,No,No,No,Roadways,No,Working Class,No,201.98
2779,,20.0,Stone,221.515,62.85,No,Yes,No,Roadways,No,Working Class,No,1375.53
2780,,9.0,,3.96,18.87,No,No,No,,No,Working Class,No,129.86
2781,0.88,6.0,Stone,12.78,13.75,No,Yes,Yes,Airways,No,Working Class,No,365.1
2782,0.09,,Wood,6.06,12.12,Yes,No,Yes,,No,Working Class,,-112.56
2783,,32.0,Bronze,114.07,35.32,Yes,No,No,Waterways,No,Working Class,No,970.13
2784,0.64,29.0,Aluminium,6.78,20.9,Yes,No,Yes,Airways,No,Working Class,,-573.09
2785,,21.0,Clay,3.29,14.79,No,No,No,,Yes,Working Class,No,520.33
2786,0.02,28.0,Marble,221.515,62.37,No,No,No,Roadways,No,Wealthy,No,980.73
2787,0.65,,Stone,221.515,30.1,No,No,No,,No,Working Class,No,2621.29875
2788,0.06,17.0,Aluminium,3.82,21.43,No,No,No,Roadways,No,Working Class,No,137.75
2789,0.65,22.0,Brass,22.05,68.33,No,Yes,Yes,Airways,No,Working Class,No,1271.89
2790,0.21,17.0,Bronze,16.9,22.02,Yes,Yes,No,Airways,No,Wealthy,Yes,297.18
2791,0.97,8.0,Marble,61.86,72.34,Yes,No,No,Waterways,No,Working Class,No,2621.29875
2792,0.93,22.0,,221.515,64.63,No,No,No,Roadways,No,Working Class,No,2621.29875
2793,0.65,11.0,Clay,4.7,23.97,No,Yes,No,,Yes,Wealthy,No,390.96
2794,0.08,15.0,Clay,4.13,21.46,No,No,Yes,Roadways,Yes,Working Class,No,166.67
2795,0.92,31.0,Clay,6.86,41.73,Yes,Yes,Yes,Airways,Yes,Working Class,,2621.29875
2796,0.61,4.0,Stone,4.21,19.95,No,No,Yes,,No,Wealthy,No,316.18
2797,0.25,37.0,Marble,221.515,31.83,No,Yes,No,Roadways,Yes,Working Class,No,2621.29875
2798,0.41,19.0,Bronze,9.16,89.66,No,Yes,Yes,Roadways,No,Wealthy,No,1020.83
2799,0.33,25.0,Brass,66.39,98.26,No,No,No,Roadways,No,Working Class,Yes,1025.01
2800,,12.0,Marble,27.44,34.29,No,No,No,Roadways,No,Working Class,,420.85
2801,0.06,30.0,Aluminium,6.83,20.84,No,No,No,Airways,No,Working Class,No,147.7
2802,0.25,9.0,Bronze,5.86,22.29,No,No,Yes,Roadways,No,Working Class,No,179.23
2803,0.46,19.0,Brass,17.76,91.02,Yes,No,No,Roadways,No,Wealthy,No,1022.07
2804,0.56,12.0,Wood,4.19,23.7,Yes,Yes,No,,No,Wealthy,Yes,350.6
2805,0.69,17.0,Bronze,4.91,13.01,No,No,Yes,Roadways,No,Working Class,No,311.32
2806,0.13,17.0,Wood,4.86,19.99,Yes,No,No,Waterways,No,Working Class,No,123.07
2807,0.8,3.0,Clay,5.07,19.25,No,Yes,No,Airways,Yes,Wealthy,No,258.04
2808,0.83,8.0,Stone,19.97,42.31,Yes,No,No,Waterways,No,Working Class,No,570.65
2809,0.62,20.0,Brass,50.32,73.16,Yes,No,Yes,Waterways,No,Working Class,,1499.45
2810,0.14,16.0,,7.03,87.3,Yes,No,No,Waterways,No,Working Class,No,496.96
2811,0.98,21.0,Aluminium,5.11,12.58,No,No,No,Roadways,No,Wealthy,No,621.5
2812,0.46,14.0,Stone,221.515,53.53,Yes,Yes,Yes,Airways,No,Working Class,No,2621.29875
2813,,,Stone,5.21,24.23,Yes,No,No,Waterways,No,Working Class,No,377.74
2814,0.02,12.0,Stone,26.89,66.91,Yes,Yes,Yes,Airways,No,Wealthy,No,501.03
2815,0.87,28.0,Clay,5.48,77.11,No,No,Yes,Roadways,Yes,Working Class,,2503.85
2816,0.47,13.0,Brass,5.24,11.83,No,No,No,Roadways,No,Working Class,No,210.98
